type,author,content,ip,time
1264,PUSH,barry841120,鬆哥早安,,06/07 10:00
1265,PUSH,akiras,安...台燿真的跟上台光的腳步了,,06/07 10:00
1266,PUSH,cruel3535,剛剛康舒被嚇到出掉 希望不是韭菜..,,06/07 10:00
1267,PUSH,peace1way,華城、雄獅沖空單價格都拉開了，先放著。華孚沖多賠,,06/07 10:00
1268,PUSH,max220,江宏傑可買零股阿@@,,06/07 10:00
1269,ARROW,asq176,1603 感覺真的壓著收貨,,06/07 10:00
1270,ARROW,Crushredkiss,你現在滿手多單對不對,,06/07 10:00
1271,ARROW,guilty13,我之所以沒動作 是因為我覺得這個一天幾十張的量,,06/07 10:00
1272,PUSH,eupa1973,哲哲：我的天啊,,06/07 10:00
1273,PUSH,jc761128,878 緯創套在天上!,,06/07 10:00
1274,PUSH,nigatsuki,緯創有勇氣追7的我只能說我佩服你,,06/07 10:00
1275,ARROW,goodjop,我只有GG的單,,06/07 10:00
1276,ARROW,Crushredkiss,我有個方法讓你一起痛苦,,06/07 10:00
1277,PUSH,getx105,亂噴…,,06/07 10:00
1278,PUSH,cazy328,對折講話了,,06/07 10:00
1279,PUSH,joe2,又噴發了拉挖靠~~~~~,,06/07 10:00
1280,PUSH,dethes,完全看不懂2206這兩天的盤.....,,06/07 10:00
1281,PUSH,tanchuchan,技嘉要220！,,06/07 10:00
1282,ARROW,goodjop,痛苦就不要了~~~~,,06/07 10:00
1283,PUSH,yumin88889,大報噴噴爽,,06/07 10:00
1284,PUSH,tigerzz3,廣達也爆走,,06/07 10:00
1285,PUSH,tsai18,再笑投信啊,,06/07 10:00
1286,PUSH,elwkjw,江宏傑是什麼……,,06/07 10:00
1287,PUSH,hsuchihjung,怎麼感覺在硬拉,,06/07 10:01
1288,PUSH,lepidoptera,緯創空軍終於賺錢了…,,06/07 10:01
1289,ARROW,guilty13,這種變數有點大 我還是在等等 況且2442還在撐,,06/07 10:01
1290,ARROW,max220,筆電行的量慢慢有了,,06/07 10:01
1291,PUSH,ethan0419,硬拉很久啦,,06/07 10:01
1292,ARROW,ak007,今天沒噴到的 快砍一砍 垃圾股蓋章,,06/07 10:01
1293,ARROW,joe2,老蘇：萬六、萬七 輕鬆過  上卍、下卍 衝兩萬!!!!,,06/07 10:01
1294,PUSH,fujioqq,有阿 我緯創追在72 不過是空單,,06/07 10:01
1295,BOO,mecca,空軍:每天都怪怪的QQY,,06/07 10:01
1296,ARROW,a70327cow,大盤噴只有我的開發乙特破底賠錢,,06/07 10:01
1297,PUSH,zeroxod,散戶不進場 大人隨便拉 正常,,06/07 10:01
1298,ARROW,tanchuchan,沒抱著好痛苦Qq,,06/07 10:01
1299,PUSH,TP62842UL3,技嘉要噴到哪,,06/07 10:01
1300,PUSH,ipath19,問江宏傑的真的可以往上撈答案,,06/07 10:01
1301,BOO,photoless,天天告誡你們 結果還在睡,,06/07 10:01
1302,ARROW,Crushredkiss,我也來幫你買個GG吧,,06/07 10:01
1303,ARROW,guilty13,我是打算換掉2442去買他 但是目前沒有什麼想法,,06/07 10:01
1304,PUSH,frank0810,了解 感謝gu大,,06/07 10:01
1305,ARROW,fujioqq,但是緯創期貨很硬下不去@@,,06/07 10:01
1306,ARROW,goodjop,NO~~~~~ 求你放過他....,,06/07 10:01
1307,PUSH,CrowChes,持股死魚 三小,,06/07 10:01
1308,ARROW,blue1204,GAGA要噴到哪去啊 小星星加油點,,06/07 10:02
1309,PUSH,smbtomas,緯創空單明明賺爛,,06/07 10:02
1310,PUSH,jim82124,3622真的叉滴..,,06/07 10:02
1311,PUSH,apilove,問一下自己是不是不敢買，那還會再上去,,06/07 10:02
1312,PUSH,WADE0616,4138曜過高了 期待期待 衝阿!!!,,06/07 10:02
1313,PUSH,tomdavis,西瓜金怪怪!,,06/07 10:02
1314,ARROW,kilik0960,聯詠你好棒,,06/07 10:02
1315,BOO,zaqqaz,鴨不住...真逗鴨不住~台台要飛翔卍7辣 ^^,,06/07 10:02
1316,PUSH,corner3500,持股又根跌停沒兩樣,,06/07 10:02
1317,PUSH,archiu888,正二好噴,,06/07 10:02
1318,PUSH,timn,現在空緯創準備賺100%,,06/07 10:02
1319,PUSH,Dia149,Gg崩啦,,06/07 10:02
1320,PUSH,agingood,我大亞39賣，快讓我成交~~~~~,,06/07 10:02
1321,PUSH,kingstone21,6274今天蠻強勢的,,06/07 10:02
1322,BOO,call5566me,肉鬆這麼強,,06/07 10:02
1323,ARROW,goodjop,吻哥 你可以買 十年線附近的 真的 穩賺,,06/07 10:02
1324,PUSH,zackro,3052又在倒貨喔…,,06/07 10:02
1325,PUSH,maix,雄獅我不想說你了,,06/07 10:02
1326,ARROW,tomdavis,昨天不就說江宏傑就宏傑科了 4.5%而已要追就追,,06/07 10:02
1327,ARROW,guilty13,有人買 才有後面的戲碼 不然也只是表象上好看而已,,06/07 10:03
1328,PUSH,needtaidu,開始a了    看來可以跟上了,,06/07 10:03
1329,ARROW,photoless,北七 878會買3231,,06/07 10:03
1330,PUSH,simon81345,我正二122賣QQ,,06/07 10:03
1331,ARROW,wuklean,又漲拉 哈哈哈,,06/07 10:03
1332,PUSH,Buddy,緯創期貨下不去正價差就是不漲的原因,,06/07 10:03
1333,PUSH,zeroxod,這波台股大概會二萬吧 美國QQQQE的威力還在,,06/07 10:03
1334,PUSH,kmshy,https://i.imgur.com/Uaag449.jpg,,06/07 10:03
1335,ARROW,ak007,獻祭不死鳥的血 讓板卡發光發熱ww,,06/07 10:03
1336,PUSH,aszx05123,神教一個月噴25%…..,,06/07 10:03
1337,PUSH,pearlQQ,虛心請教國泰金均價56，要不要認賠賣掉買別隻阿阿,,06/07 10:03
1338,ARROW,kmshy,主委送幸福 風口行情隨便買隨便賺,,06/07 10:03
1339,BOO,duncan0319,廣達是什麼鬼,,06/07 10:03
1340,ARROW,joe2,越過那天城!  卍里無雲!,,06/07 10:03
1341,ARROW,laechan,龍哥狀態:被小嘎 https://i.imgur.com/O1yXJPA.jpg,,06/07 10:03
1342,PUSH,kisweet999,GG 又往上一個 tick 了,,06/07 10:03
1343,ARROW,purin3333,龍哥喊空的技嘉被嘎飛,,06/07 10:03
1344,PUSH,bolovema,連GG都在漲 不給空娃活路,,06/07 10:03
1345,ARROW,WEYNI,聯亞已經吃掉昨天一半了,,06/07 10:03
1346,ARROW,laechan,彩券本來想歐印紅茶，想一想不保險，pass,,06/07 10:04
1347,ARROW,Buddy,太多散戶在用期貨作多 融資又一直增,,06/07 10:04
1348,PUSH,guowei616,正2買進 睡醒數錢 這麼簡單都不會 笨死,,06/07 10:04
1349,PUSH,clamperni,陳媽媽好慘,,06/07 10:04
1350,PUSH,kybay,好樂迪噴噴,,06/07 10:04
1351,PUSH,Fallon,2851默默在動 抽到還沒賣,,06/07 10:04
1352,PUSH,barry841120,萬六萬七輕鬆過 老蘇大獲全勝!!,,06/07 10:04
1353,PUSH,vanii40,越南控要去哪,,06/07 10:04
1354,PUSH,answerone,正二續噴，買133根本不高！,,06/07 10:04
1355,PUSH,lweis,技嘉太秋啦…,,06/07 10:04
1356,PUSH,pttstock,哲哲好大聲 :),,06/07 10:04
1357,PUSH,DDDDRR,必應又藥,,06/07 10:04
1358,PUSH,simo520,3515壓制好,,06/07 10:04
1359,BOO,GoGoD,ㄍㄚ到你找媽媽,,06/07 10:04
1360,ARROW,guilty13,現在市場有廣字的都怪怪的 廣宇 廣錠 廣X,,06/07 10:04
1361,PUSH,kai2573,無腦多好簡單,,06/07 10:04
1362,PUSH,free770327,乾爹一喊聲 大亞就開始倒貨 真的笑爛,,06/07 10:04
1363,PUSH,TP62842UL3,技嘉要亮燈？,,06/07 10:04
1364,PUSH,fasterbook,阿榮還不趕快殺一根大的,,06/07 10:04
1365,PUSH,sosiealex,16888,,06/07 10:04
1366,ARROW,Buddy,技嘉廣達也是同族群ai 依舊驚驚漲,,06/07 10:04
1367,BOO,chilagow945,根本沒甚麼散戶陪玩  繼續拉啊笑死,,06/07 10:04
1368,PUSH,cazy328,必應又鎖上去,,06/07 10:05
1369,PUSH,jc761128,漲到會怕XDD 捏住聽FJ的話 藍燈找買點!!!,,06/07 10:05
1370,ARROW,blue1204,GAGA要直接噴到燈逆= =,,06/07 10:05
1371,ARROW,joe2,多軍之王哲哲：上兩萬   空軍總司令老蘇：上兩卍,,06/07 10:05
1372,ARROW,guilty13,阿廣運已經飛天就不用管了,,06/07 10:05
1373,ARROW,ptrpan,毅嘉應該會出貨兩天~,,06/07 10:05
1374,PUSH,moyasi,發哥硬起來啊,,06/07 10:05
1375,PUSH,s410186,群聯想幹嘛,,06/07 10:05
1376,PUSH,zse24,旅行社是不是跟當初航運一樣 滿手現金？？,,06/07 10:05
1377,PUSH,jdjfghr,是要一路噴回萬八????????????????,,06/07 10:05
1378,PUSH,simon81345,可以看到16900嗎？,,06/07 10:05
1379,PUSH,redbeanbread,空軍錢不要太多,,06/07 10:05
1380,ARROW,joe2,哲哲 + 老蘇 = 卍卍,,06/07 10:05
1381,BOO,ck326,台股這周萬七，這月萬八，年底兩萬,,06/07 10:05
1382,ARROW,IUOIUOIUO,18200多單續抱,,06/07 10:05
1383,PUSH,dosiris,今天摸不到萬七了 解散,,06/07 10:05
1384,ARROW,s860703,還有空娃嗎？,,06/07 10:05
1385,PUSH,post91,正2…,,06/07 10:05
1386,ARROW,jc761128,大樹均價56 怎麼不多攤一點??? 4字頭到36 多買點,,06/07 10:05
1387,PUSH,peace1way,廣達是隔日沖大戶+外資硬嘎上去嗎？,,06/07 10:05
1388,PUSH,mingloveshan,空軍都下去啦，昨天不是很邱，笑死,,06/07 10:05
1389,PUSH,fbtm,https://i.imgur.com/gCrKoe1.jpg快萬七了還是無法,,06/07 10:05
1390,ARROW,joe2,老蘇：萬六  萬七  輕鬆過!!!!!,,06/07 10:05
1391,PUSH,beatles12,3052快倒 倒多點 到我成本再來撿,,06/07 10:05
1392,ARROW,guilty13,這些廣字輩的 現在每個都一臉要尬廣跟上,,06/07 10:05
1393,ARROW,fbtm,解套QQ,,06/07 10:06
1394,ARROW,jc761128,有攤的話現在也在成本抽差,,06/07 10:06
1395,ARROW,dosiris,真的都在拉權指,,06/07 10:06
1396,PUSH,fishead1116,E+有點想撿,,06/07 10:06
1397,PUSH,nigatsuki,3231這個拉法XDDDDDDDDDD,,06/07 10:06
1398,PUSH,icespring,緯創翻紅,,06/07 10:06
1399,ARROW,joe2,拉高!  拉高!!!!  拉到散戶都不敢跟!!,,06/07 10:06
1400,BOO,Crushredkiss,真的還有空蛙喔 啾母乾,,06/07 10:06
1401,ARROW,ptrpan,緯創又在亂來了...,,06/07 10:06
1402,PUSH,koumoushou,技嘉好猛,,06/07 10:06
1403,BOO,zaqqaz,財富密碼：營邦 必應 飛宏 長榮航 威盛 ^^,,06/07 10:06
1404,PUSH,zackro,Beatles 大成本多少？,,06/07 10:06
1405,PUSH,ttcml,緯創ㄅ起,,06/07 10:06
1406,PUSH,YU1225,加碼郭泰一下https://i.imgur.com/F0QdPPw.jpg,,06/07 10:06
1407,PUSH,tintin9900,.......,,06/07 10:06
1408,PUSH,gn01227366,糖漿是誰,,06/07 10:06
1409,PUSH,cazy328,緯創..,,06/07 10:06
1410,PUSH,ipath19,4440今天除息啦～,,06/07 10:06
1411,PUSH,kmshy,辛耘法師好屌 和3131互飆,,06/07 10:06
1412,ARROW,joe2,你是不是不敢跟?   那就是還會  大☆漲,,06/07 10:06
1413,PUSH,goodfox,三陽怎麼和昨天一樣...,,06/07 10:07
1414,PUSH,belas,She突然勃起？,,06/07 10:07
1415,PUSH,pttstock,夭壽骨 50反一直破底 :(,,06/07 10:07
1416,BOO,call5566me,土地公已經3跟了  這麼狂,,06/07 10:07
1417,PUSH,poetwang,緯創打針了,,06/07 10:07
1418,PUSH,if2,萬七! 萬七! 萬七!,,06/07 10:07
1419,PUSH,long9487,必應好扯,,06/07 10:07
1420,ARROW,dosiris,早知道剛剛撿一張緯創,,06/07 10:07
1421,PUSH,Nick0907,金雞衝一個讓我爽爽,,06/07 10:07
1422,ARROW,YU1225,國泰金會漲到6字頭拉 你有解套機會,,06/07 10:07
1423,ARROW,Crushredkiss,拉了16天 空蛙都快吐了吧,,06/07 10:07
1424,ARROW,goodjop,有阿 昨晚有新空蛙 讚讚 兇的咧,,06/07 10:07
1425,ARROW,peace1way,營邦沒人玩，沖沖大戶要拉就拉，好爽,,06/07 10:07
1426,PUSH,answerone,你各位散裝、航運，ABF全部出清換正二，不要鐵齒,,06/07 10:07
1427,PUSH,siriuslee,緯創不死多頭不止,,06/07 10:07
1428,ARROW,Crushredkiss,整整把空軍定在空中快一個月,,06/07 10:07
1429,PUSH,agvnol,歐印正二，財富自由,,06/07 10:07
1430,PUSH,barry841120,瘋狗流 瘋起來,,06/07 10:07
1431,ARROW,joe2,拉到你   不敢置信!   拉到你  哭天喊地!!!!!,,06/07 10:07
1432,PUSH,ethan0419,剛剛加了一口多單壓一下大盤XD,,06/07 10:07
1433,ARROW,frankie30432,指數第一根突破區間小股回檔就說要買了現在很難買,,06/07 10:07
1434,ARROW,ceruti,緯哥調皮,,06/07 10:07
1435,PUSH,ak007,https://i.imgur.com/Fy7iiTp.jpg,,06/07 10:07
1436,BOO,ginger,怎麼噴成這樣啦,,06/07 10:07
1437,ARROW,b9513227,第一店33% 好猛喔,,06/07 10:07
1438,BOO,sosank,16287空單續抱,,06/07 10:07
1439,ARROW,goodjop,新進空蛙 都從新高開始空 沒在怕的,,06/07 10:08
1440,ARROW,ak007,庫存一直噴  嘻嘻～收盤再來吃好吃的鰻魚飯,,06/07 10:08
1441,PUSH,guowei616,萬6就賺翻了 ETF和10年線買的個股輪漲 到底怎麼輸,,06/07 10:08
1442,PUSH,apolloapollo,太噴了吧,,06/07 10:08
1443,ARROW,joe2,你越不相信   就越會漲!!,,06/07 10:08
1444,PUSH,simo520,康舒去47待命吧,,06/07 10:08
1445,ARROW,peace1way,緯創71上面滿滿的短線跟單客，要上也沒這麼簡單啦,,06/07 10:08
1446,PUSH,qoo60218,沉聾作天空聯發科，真好又有高點空,,06/07 10:08
1447,PUSH,shreka,zackro 6804我還持有啊 跟著ptt買的,,06/07 10:08
1448,PUSH,DDDDRR,三陽不一樣阿 過不了前高,,06/07 10:08
1449,PUSH,apilove,gaming 電供的營收應該很嚇人10年一遇的暗黑裝機量,,06/07 10:08
1450,PUSH,a70327cow,56國泰 均價攤平壓到49.7以下吧 現在連45.5都穩不,,06/07 10:08
1451,ARROW,call5566me,大哥大姐  我賣完又噴了  氣死y,,06/07 10:08
1452,ARROW,guilty13,閒聊看看就好啦 每天都是那種一根出來就在講的,,06/07 10:08
1453,ARROW,a70327cow,住,,06/07 10:08
1454,ARROW,joe2,老蘇：哩五探吉謀啦!!!!,,06/07 10:08
1455,BOO,askaa,"===哥~只買台&納正二,傻空審判日到來,爹咧嘻嘻嘻===",,06/07 10:08
1456,ARROW,pttstock,大家快去買房吧 股市熱 房市更熱 :),,06/07 10:08
1457,PUSH,overkiller,還能漲喔 也太扯了.....,,06/07 10:08
1458,PUSH,tomdavis,聾割 堂堂空軍 堅持放空 永遠空在最高點!,,06/07 10:08
1459,PUSH,littenVenus,https://i.imgur.com/hLngbLV.gif,,06/07 10:08
1460,ARROW,askaa,========傻空真的別再怨，當作在繳智商稅。========,,06/07 10:09
1461,ARROW,guowei616,又有一個叫人100出清正2的id認錯了 我解除你黑單,,06/07 10:09
1462,PUSH,cruel3535,康舒特價中,,06/07 10:09
1463,ARROW,guilty13,你看6191這種的 有誰在講? 因為根本就不需要,,06/07 10:09
1464,ARROW,askaa,========每天都有高點空，一直摸頭錢很多。========,,06/07 10:09
1465,PUSH,kinki999,好樂迪～,,06/07 10:09
1466,ARROW,call5566me,這拉法  本周要萬7逆,,06/07 10:09
1467,BOO,a331330,A33預告在前！嘎上萬七！正二金融56美債！,,06/07 10:09
1468,ARROW,askaa,========整天檢舉累不累，公園記得蓋棉被。========,,06/07 10:09
1469,BOO,Crushredkiss,看來這禮拜之後就看不到a33了QQ 要萬七了QQ,,06/07 10:09
1470,PUSH,frankie30432,6191的兒子還躺著沒人要,,06/07 10:09
1471,ARROW,guowei616,還有3個id沒認錯 再騙叫人出清正2我就公佈id,,06/07 10:09
1472,PUSH,tzjjkonuj,https://i.imgur.com/WyYC81u.jpg 準備漲車用,,06/07 10:09
1473,ARROW,askaa,========看燈號，隨風倒，你說好笑不好笑?=========,,06/07 10:09
1474,ARROW,joe2,老蘇：萬六  萬七  輕☆鬆☆過,,06/07 10:10
1475,ARROW,call5566me,你黑單還看的到認錯也是很厲害,,06/07 10:10
1476,ARROW,Leo4891,噴成這樣 真的要上萬七了,,06/07 10:10
1477,ARROW,guilty13,這種的 才是股市正港老馬 才是老屁股在玩的型態,,06/07 10:10
1478,ARROW,a70327cow,開花乙特到底什麼妖術,,06/07 10:10
1479,ARROW,goodjop,我好想看你記得ID喔XD,,06/07 10:10
1480,ARROW,askaa,========買完沒事爬文笑，現金多到你嚇到。========,,06/07 10:10
1481,PUSH,sofina426,為什麼只有我的持股是綠的 嗚嗚,,06/07 10:10
1482,PUSH,huabandd,今天漲真多,,06/07 10:10
1483,PUSH,zackro,shreka 6804我是撈腳踏車看他基本面很好買的，只是,,06/07 10:10
1484,ARROW,tomdavis,https://i.imgur.com/sLUBAmQ.gif 聾割會員!,,06/07 10:10
1485,ARROW,pttstock,夭壽骨 50反快下市了 快99它 !!!,,06/07 10:10
1486,ARROW,zackro,從79抱下來有點信心動搖,,06/07 10:10
1487,ARROW,askaa,========無腦正二已來到，帳戶數字嚇嚇叫。========,,06/07 10:10
1488,ARROW,a79111010,易飛網真的天天飛,,06/07 10:10
1489,ARROW,joe2,藍買笑  藍燈買股☆現在☆真的在大笑,,06/07 10:10
1490,ARROW,askaa,=====井底空蛙，叫你不要動還動，天兵阿??蛤??=====,,06/07 10:10
1491,PUSH,max220,話說0056這次沒排掉光頭全 算是利多嗎,,06/07 10:10
1492,ARROW,a331330,日月光105抄底！真的好舒服喔,,06/07 10:10
1493,PUSH,abc0922001,怎麼還在漲= =,,06/07 10:10
1494,PUSH,ImCPM,穩套噴噴 財報狗真的有料,,06/07 10:10
1495,BOO,yu7038,萬七只是地板...快上車,,06/07 10:10
1496,PUSH,yumin88889,協尋憨空,,06/07 10:11
1497,PUSH,simo520,3017別漲了呀,,06/07 10:11
1498,PUSH,Dia149,記得那些叫你記得哪些id的人,,06/07 10:11
1499,PUSH,shreka,gu大4714怎麼看 其他集團兄弟都沒動,,06/07 10:11
1500,ARROW,Leo4891,外資一直買 還要做空 龍割逆勢操作要證明自己技術,,06/07 10:11
1501,PUSH,ivanlsag,3663繼續,,06/07 10:11
1502,ARROW,frankie30432,焦屍夫怎是牛的在漲 妖的在盤,,06/07 10:11
1503,PUSH,ak007,欸 我日月光這次也是買105欸 握手,,06/07 10:11
1504,ARROW,joe2,以後台股區間   萬七---------------兩萬,,06/07 10:11
1505,ARROW,Leo4891,一流,,06/07 10:11
1506,ARROW,Crushredkiss,嘎尾看大盤真的準..,,06/07 10:11
1507,PUSH,chalon,救命R~~~~~~~~~~~~~~~~~~~~~~~~~,,06/07 10:11
1508,ARROW,blue1204,GAGA洗阿洗,,06/07 10:11
1509,ARROW,guilty13,6191 5469 人家都賺這種的 誰在管你一天幾趴,,06/07 10:11
1510,PUSH,call5566me,只剩我的恥骨是綠的嗎,,06/07 10:11
1511,BOO,zaqqaz,必應...必硬~有求 持股 必硬 ^^,,06/07 10:11
1512,PUSH,iceman321,華擎剛剛一個火力展現,,06/07 10:11
1513,ARROW,joe2,你孫子： 阿公~~ 你當初買在台股萬六喔!!?  好厲害!,,06/07 10:11
1514,PUSH,baka1412,藍買笑,,06/07 10:11
1515,PUSH,monster104,緯創感覺還有油？,,06/07 10:11
1516,ARROW,nyyjeter8,今天這盤 一定都賺爛了 各種噴,,06/07 10:11
1517,ARROW,shreka,zackro 6804少賺一半了 沒量拉上去 又下來,,06/07 10:11
1518,PUSH,free770327,技嘉鐵塔,,06/07 10:12
1519,ARROW,Leo4891,老蘇大盤看準有啥用 又沒買正二,,06/07 10:12
1520,ARROW,chalon,早上買明太子被套啦~~~~~,,06/07 10:12
1521,ARROW,yu7038,陳媽媽又贏了,,06/07 10:12
1522,PUSH,f204137,寬宏蹲半年也+48%... 能不能多a一點,,06/07 10:12
1523,BOO,stanleyplus,噴滿臉阿 還有人賠錢嗎 還有空軍嗎,,06/07 10:12
1524,PUSH,siopp,這盤每天睡醒數錢,,06/07 10:12
1525,PUSH,zesonpso,這量都跑去其他地方了,,06/07 10:12
1526,PUSH,neoa01,夭壽 紅通通的，有人沒賺錢的嗎,,06/07 10:12
1527,ARROW,chalon,2383...+~老師今天要多大聲?,,06/07 10:12
1528,PUSH,brainpowered,華航加油好嗎？,,06/07 10:12
1529,PUSH,frank0810,3052漲兩天就會烙賽好幾天 到時候再撿就好,,06/07 10:12
1530,PUSH,alex5566,萬三放空驕傲一輩子~龍哥即將萬七放空能驕傲幾輩子,,06/07 10:12
1531,ARROW,goodjop,這樣下去要16900了捏,,06/07 10:12
1532,ARROW,Crushredkiss,真的一個空軍都看不到了..灰飛煙滅..,,06/07 10:12
1533,ARROW,ak007,有啊 我空南電 幾乎每天空南電 好刷額度,,06/07 10:12
1534,ARROW,zesonpso,電子量 卡幾乎全部,,06/07 10:12
1535,ARROW,guilty13,4714是不是上曜集團的吧~ 這隻我沒啥想法,,06/07 10:12
1536,ARROW,stanleyplus,漲到你心慌 上看2萬 傻多跟上,,06/07 10:12
1537,PUSH,a052612565,看萬七惹吧,,06/07 10:13
1538,ARROW,call5566me,今天ai死了喔,,06/07 10:13
1539,PUSH,ethan0419,上不去了吼,,06/07 10:13
1540,ARROW,z7956234,傻多又舒服了，傻空人在哪,,06/07 10:13
1541,ARROW,Leo4891,ai伺服器還是繼續噴阿,,06/07 10:13
1542,PUSH,pttstock,鬆哥 今天咖啡廳又沒妹子了???,,06/07 10:13
1543,PUSH,scum5566,AI散熱還在噴啊,,06/07 10:13
1544,ARROW,ak007,南電又軟 它偶而才硬那麼一天 你就算被尬 一定跑得,,06/07 10:13
1545,ARROW,guilty13,阿這種型態的股票 就是蹲阿 蹲到人家看上眼就炒了,,06/07 10:13
1546,PUSH,zackro,sherka 6804我再等等看吧，新聞也說5月出貨遞延，給,,06/07 10:13
1547,BOO,zaqqaz,營邦...贏邦~讓 持股 硬邦邦 ^^,,06/07 10:13
1548,PUSH,guowei616,正2跳空上100那天一堆人喊出清 我說要加碼還被酸,,06/07 10:13
1549,ARROW,ak007,掉啦,,06/07 10:13
1550,PUSH,max220,寬宏那時39買 45就出了 沒抱住 可惜了,,06/07 10:14
1551,ARROW,zackro,他個機會…,,06/07 10:14
1552,PUSH,niceshine,3653 健策默默的又要創高了,,06/07 10:14
1553,BOO,sosank,要下山了 空軍放鞭炮,,06/07 10:14
1554,PUSH,game36919,空五口大台，也不會賠到哪裡去,,06/07 10:14
1555,PUSH,tigger09cow,精英要買要快喔,,06/07 10:14
1556,PUSH,Nick0907,金雞別再混了,,06/07 10:14
1557,PUSH,joeboy,雞排再噴啥 好扯==,,06/07 10:14
1558,ARROW,Crushredkiss,我正2抱到122也出了 哭死了,,06/07 10:14
1559,PUSH,shreka,gu大 沒錯是上曜的,,06/07 10:14
1560,ARROW,call5566me,腰骨資通今天在地上滾,,06/07 10:14
1561,ARROW,Leo4891,abf真的爛 不像伺服器 散熱已經創高,,06/07 10:14
1562,PUSH,abc0922001,上100那天就算沒出清，上禮拜連續上漲絕對也會出清,,06/07 10:15
1563,PUSH,ibetitisnot,精英空軍又贏了,,06/07 10:15
1564,ARROW,goodjop,122大概就是 GG531的時候,,06/07 10:15
1565,PUSH,WADE0616,4138 快噴呀~,,06/07 10:15
1566,PUSH,zesonpso,今天咖啡廳 人走茶涼阿,,06/07 10:15
1567,PUSH,jim82124,斷氣...,,06/07 10:15
1568,ARROW,ptrpan,該出貨的在猶豫,,06/07 10:15
1569,PUSH,free770327,緯創衝一下吧 別被看沒有,,06/07 10:15
1570,PUSH,std410301,恥股廢到笑,,06/07 10:15
1571,ARROW,ak007,Ai金像電蠻噴的啊 只是嘉偉過來舔 最近開始盤ccc,,06/07 10:15
1572,ARROW,shreka,zackro 不知道他要擴廠私募有無影響,,06/07 10:15
1573,PUSH,sisishi,99波若威，沒跟上啊！,,06/07 10:15
1574,PUSH,kobebird,3025再來啊,,06/07 10:15
